"extraction_timestamp","date","time","temp","precision","type"
2023-07-30 12:46:20.891334,2023-07-30,"12:00",18.1,"hourly","observation"
2023-07-30 12:46:20.891334,2023-07-29,"13:00",20.4,"three-hourly","observation"
2023-07-30 12:46:20.891334,2023-07-29,"16:00",19.9333333333333,"three-hourly","observation"
2023-07-30 12:46:20.891334,2023-07-29,"19:00",17.8,"three-hourly","observation"
2023-07-30 12:46:20.891334,2023-07-29,"22:00",15.95,"three-hourly","observation"
2023-07-30 12:46:20.891334,2023-07-30,"22:00",14.1,"three-hourly","observation"
2023-07-30 12:46:20.891334,2023-07-30,"01:00",13.6666666666667,"three-hourly","observation"
2023-07-30 12:46:20.891334,2023-07-30,"04:00",13.6333333333333,"three-hourly","observation"
2023-07-30 12:46:20.891334,2023-07-30,"07:00",15.4666666666667,"three-hourly","observation"
2023-07-30 12:46:20.891334,2023-07-30,"10:00",17.5666666666667,"three-hourly","observation"
2023-07-31 12:52:54.680191,2023-08-01,"00:00",16,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"01:00",16,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"02:00",16,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"03:00",15,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"04:00",15,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"05:00",14,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"06:00",15,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"07:00",14,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"08:00",16,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"09:00",17,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"10:00",17,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"11:00",19,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"12:00",19,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"13:00",20,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"14:00",20,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"15:00",20,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"16:00",20,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"17:00",19,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"18:00",18,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"19:00",17,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"20:00",17,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"21:00",17,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"22:00",16,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-01,"23:00",16,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-02,"00:00",17,"hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-02,"01:00",18,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-02,"04:00",16,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-02,"07:00",15,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-02,"10:00",17,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-02,"13:00",19,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-02,"16:00",19,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-02,"19:00",19,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-02,"22:00",16,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-03,"01:00",16,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-03,"04:00",15,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-03,"07:00",14,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-03,"10:00",17,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-03,"13:00",19,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-03,"16:00",19,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-03,"19:00",18,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-03,"22:00",15,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-04,"01:00",14,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-04,"04:00",12,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-04,"07:00",12,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-04,"10:00",16,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-04,"13:00",18,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-04,"16:00",18,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-04,"19:00",17,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-04,"22:00",14,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-05,"01:00",13,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-05,"04:00",11,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-05,"07:00",12,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-05,"10:00",16,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-05,"13:00",18,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-05,"16:00",18,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-05,"19:00",18,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-05,"22:00",15,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-06,"01:00",14,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-06,"04:00",12,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-06,"07:00",12,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-06,"10:00",16,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-06,"13:00",19,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-06,"16:00",19,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-06,"19:00",18,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-08-06,"22:00",15,"three-hourly","forecast"
2023-07-31 12:52:54.680191,2023-07-30,"13:00",18.5,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"14:00",18.7,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"15:00",19,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"16:00",19.3,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"17:00",19.3,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"18:00",18.8,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"19:00",18,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"20:00",17.5,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"21:00",17.1,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"22:00",16.9,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"23:00",16.9,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"00:00",17.4,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"01:00",17.6,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"02:00",18,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"03:00",18.1,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"04:00",18.1,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"05:00",18,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"06:00",17.5,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"07:00",17.1,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"08:00",17.5,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"09:00",17.8,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"10:00",17.6,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"11:00",18.4,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"12:00",16.8,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"13:00",16.2,"hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"13:00",18.7333333333333,"three-hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"16:00",19.1333333333333,"three-hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"19:00",17.5333333333333,"three-hourly","observation"
2023-07-31 12:52:54.680191,2023-07-30,"22:00",16.9,"three-hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"22:00",17.4,"three-hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"01:00",17.9,"three-hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"04:00",17.8666666666667,"three-hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"07:00",17.4666666666667,"three-hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"10:00",17.6,"three-hourly","observation"
2023-07-31 12:52:54.680191,2023-07-31,"13:00",16.2,"three-hourly","observation"
2023-08-01 12:50:13.677596,2023-08-02,"00:00",17,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"01:00",18,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"02:00",18,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"03:00",17,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"04:00",16,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"05:00",15,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"06:00",15,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"07:00",15,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"08:00",15,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"09:00",16,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"10:00",16,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"11:00",17,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"12:00",19,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"13:00",18,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"14:00",18,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"15:00",19,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"16:00",18,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"17:00",19,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"18:00",18,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"19:00",18,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"20:00",18,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"21:00",17,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"22:00",16,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-02,"23:00",16,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-03,"00:00",16,"hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-03,"01:00",16,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-03,"04:00",15,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-03,"07:00",15,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-03,"10:00",18,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-03,"13:00",18,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-03,"16:00",19,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-03,"19:00",18,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-03,"22:00",15,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-04,"01:00",14,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-04,"04:00",12,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-04,"07:00",12,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-04,"10:00",16,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-04,"13:00",18,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-04,"16:00",18,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-04,"19:00",17,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-04,"22:00",14,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-05,"01:00",12,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-05,"04:00",11,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-05,"07:00",12,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-05,"10:00",16,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-05,"13:00",17,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-05,"16:00",18,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-05,"19:00",17,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-05,"22:00",15,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-06,"01:00",13,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-06,"04:00",11,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-06,"07:00",12,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-06,"10:00",17,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-06,"13:00",19,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-06,"16:00",19,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-06,"19:00",18,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-06,"22:00",14,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-07,"01:00",13,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-07,"04:00",12,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-07,"07:00",12,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-07,"10:00",16,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-07,"13:00",18,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-07,"16:00",18,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-07,"19:00",17,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-08-07,"22:00",15,"three-hourly","forecast"
2023-08-01 12:50:13.677596,2023-07-31,"12:00",16.8,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"13:00",16.2,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"14:00",15.8,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"15:00",17.2,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"16:00",18.2,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"17:00",17.9,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"18:00",18.1,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"19:00",18,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"20:00",17.8,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"21:00",16.8,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"22:00",15.5,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"23:00",15.1,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"00:00",15.7,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"01:00",16.1,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"02:00",16.1,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"03:00",15.9,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"04:00",15.4,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"05:00",15.3,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"06:00",15.4,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"07:00",15.7,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"08:00",16,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"09:00",17.5,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"10:00",18.4,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"11:00",17.2,"hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"12:00",16.1,"hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"13:00",16.4,"three-hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"16:00",18.0666666666667,"three-hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"19:00",17.5333333333333,"three-hourly","observation"
2023-08-01 12:50:13.677596,2023-07-31,"22:00",15.3,"three-hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"22:00",15.7,"three-hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"01:00",16.0333333333333,"three-hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"04:00",15.3666666666667,"three-hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"07:00",16.4,"three-hourly","observation"
2023-08-01 12:50:13.677596,2023-08-01,"10:00",17.2333333333333,"three-hourly","observation"
2023-08-02 12:50:28.70115,2023-08-03,"00:00",16,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"01:00",16,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"02:00",16,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"03:00",16,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"04:00",15,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"05:00",15,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"06:00",15,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"07:00",14,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"08:00",16,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"09:00",17,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"10:00",18,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"11:00",19,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"12:00",19,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"13:00",19,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"14:00",18,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"15:00",19,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"16:00",20,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"17:00",19,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"18:00",18,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"19:00",17,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"20:00",17,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"21:00",16,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"22:00",16,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-03,"23:00",15,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-04,"00:00",15,"hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-04,"01:00",14,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-04,"04:00",12,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-04,"07:00",12,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-04,"10:00",16,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-04,"13:00",18,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-04,"16:00",19,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-04,"19:00",17,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-04,"22:00",14,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-05,"01:00",13,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-05,"04:00",12,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-05,"07:00",14,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-05,"10:00",16,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-05,"13:00",17,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-05,"16:00",18,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-05,"19:00",17,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-05,"22:00",15,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-06,"01:00",13,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-06,"04:00",11,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-06,"07:00",12,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-06,"10:00",17,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-06,"13:00",19,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-06,"16:00",20,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-06,"19:00",18,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-06,"22:00",14,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-07,"01:00",13,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-07,"04:00",11,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-07,"07:00",12,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-07,"10:00",17,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-07,"13:00",18,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-07,"16:00",19,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-07,"19:00",18,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-07,"22:00",15,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-08,"01:00",14,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-08,"04:00",13,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-08,"07:00",14,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-08,"10:00",17,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-08,"13:00",19,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-08,"16:00",19,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-08,"19:00",19,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-08,"22:00",15,"three-hourly","forecast"
2023-08-02 12:50:28.70115,2023-08-01,"12:00",16.1,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"13:00",17.4,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"14:00",19.1,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"15:00",20.4,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"16:00",19.4,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"17:00",18.9,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"18:00",18.5,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"19:00",17.4,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"20:00",15.4,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"21:00",14.9,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"22:00",14.8,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"23:00",16.1,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"00:00",16.5,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"01:00",16.7,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"02:00",17.8,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"03:00",17.7,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"04:00",17.4,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"05:00",16.3,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"06:00",15.4,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"07:00",15.7,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"08:00",16.3,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"09:00",15.7,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"10:00",15.4,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"11:00",15.8,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"12:00",17.3,"hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"13:00",18.9666666666667,"three-hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"16:00",18.9333333333333,"three-hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"19:00",15.9,"three-hourly","observation"
2023-08-02 12:50:28.70115,2023-08-01,"22:00",15.45,"three-hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"22:00",16.5,"three-hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"01:00",17.4,"three-hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"04:00",16.3666666666667,"three-hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"07:00",15.9,"three-hourly","observation"
2023-08-02 12:50:28.70115,2023-08-02,"10:00",16.1666666666667,"three-hourly","observation"
2023-08-03 12:58:56.271234,2023-08-04,"00:00",14,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"01:00",14,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"02:00",14,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"03:00",14,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"04:00",13,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"05:00",13,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"06:00",13,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"07:00",13,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"08:00",14,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"09:00",16,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"10:00",16,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"11:00",17,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"12:00",17,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"13:00",19,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"14:00",19,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"15:00",19,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"16:00",19,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"17:00",19,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"18:00",18,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"19:00",17,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"20:00",16,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"21:00",15,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"22:00",14,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-04,"23:00",14,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-05,"00:00",14,"hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-05,"01:00",13,"three-hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-05,"04:00",13,"three-hourly","forecast"
2023-08-03 12:58:56.271234,2023-08-05,"07:00",14,"three-hourly","forecast"
